variable_id,variable_domain,variable_name,preferred_source_declared_in_ontology,primary_source_ids,secondary_source_ids,primary_source_data_types,access_classes,acquisition_phase,timing_requirement,sensitivity,linkage_note
ACA-019,Academic influence / bibliometrics,Retraction/correction/expression-of-concern status,OpenAlex / Crossref / Europe PMC / PubMed / guideline corpus,DS033;DS034;DS035;DS036;DS037;DS042,DS038;DS039;DS040;DS041;DS043;DS044;DS059,"Works, authors, institutions, funders, topics, citations, retraction flags, IDs | DOIs, bibliographic metadata, funding, licences, updates, ORCID/ROR, abstracts where supplied | Articles, preprints, citations, biomedical full text where open; grant records | Publication metadata, MeSH, abstracts, linked records | Study registration, interventions, outcomes, status, results where posted | UKRI projects, grants, organisations, people/output links",LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,PHASE_1_OR_2,Time series,Low/Medium,Candidate source mapping only; verify field-level availability and construct validity before application.
ACA-020,Academic influence / bibliometrics,Replication count,OpenAlex / Crossref / Europe PMC / PubMed / guideline corpus,DS033;DS034;DS035;DS036;DS037;DS042,DS038;DS039;DS040;DS041;DS043;DS044;DS059,"Works, authors, institutions, funders, topics, citations, retraction flags, IDs | DOIs, bibliographic metadata, funding, licences, updates, ORCID/ROR, abstracts where supplied | Articles, preprints, citations, biomedical full text where open; grant records | Publication metadata, MeSH, abstracts, linked records | Study registration, interventions, outcomes, status, results where posted | UKRI projects, grants, organisations, people/output links",LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,PHASE_1_OR_2,Time series,Low/Medium,Candidate source mapping only; verify field-level availability and construct validity before application.
ACA-021,Academic influence / bibliometrics,Independent replication count,OpenAlex / Crossref / Europe PMC / PubMed / guideline corpus,DS033;DS034;DS035;DS036;DS037;DS042,DS038;DS039;DS040;DS041;DS043;DS044;DS059,"Works, authors, institutions, funders, topics, citations, retraction flags, IDs | DOIs, bibliographic metadata, funding, licences, updates, ORCID/ROR, abstracts where supplied | Articles, preprints, citations, biomedical full text where open; grant records | Publication metadata, MeSH, abstracts, linked records | Study registration, interventions, outcomes, status, results where posted | UKRI projects, grants, organisations, people/output links",LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,PHASE_1_OR_2,Time series,Low/Medium,Candidate source mapping only; verify field-level availability and construct validity before application.
ACA-022,Academic influence / bibliometrics,Data-set reuse/dependence count,OpenAlex / Crossref / Europe PMC / PubMed / guideline corpus,DS033;DS034;DS035;DS036;DS037;DS042,DS038;DS039;DS040;DS041;DS043;DS044;DS059,"Works, authors, institutions, funders, topics, citations, retraction flags, IDs | DOIs, bibliographic metadata, funding, licences, updates, ORCID/ROR, abstracts where supplied | Articles, preprints, citations, biomedical full text where open; grant records | Publication metadata, MeSH, abstracts, linked records | Study registration, interventions, outcomes, status, results where posted | UKRI projects, grants, organisations, people/output links",LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,PHASE_1_OR_2,Time series,Low/Medium,Candidate source mapping only; verify field-level availability and construct validity before application.
ACA-023,Academic influence / bibliometrics,Guideline ancestry/dependency graph,OpenAlex / Crossref / Europe PMC / PubMed / guideline corpus,DS033;DS034;DS035;DS036;DS037;DS042,DS038;DS039;DS040;DS041;DS043;DS044;DS059,"Works, authors, institutions, funders, topics, citations, retraction flags, IDs | DOIs, bibliographic metadata, funding, licences, updates, ORCID/ROR, abstracts where supplied | Articles, preprints, citations, biomedical full text where open; grant records | Publication metadata, MeSH, abstracts, linked records | Study registration, interventions, outcomes, status, results where posted | UKRI projects, grants, organisations, people/output links",LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,PHASE_1_OR_2,Time series,Low/Medium,Candidate source mapping only; verify field-level availability and construct validity before application.
ACA-024,Academic influence / bibliometrics,Self-citation rate,OpenAlex / Crossref / Europe PMC / PubMed / guideline corpus,DS033;DS034;DS035;DS036;DS037;DS042,DS038;DS039;DS040;DS041;DS043;DS044;DS059,"Works, authors, institutions, funders, topics, citations, retraction flags, IDs | DOIs, bibliographic metadata, funding, licences, updates, ORCID/ROR, abstracts where supplied | Articles, preprints, citations, biomedical full text where open; grant records | Publication metadata, MeSH, abstracts, linked records | Study registration, interventions, outcomes, status, results where posted | UKRI projects, grants, organisations, people/output links",LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,PHASE_1_OR_2,Time series,Low/Medium,Candidate source mapping only; verify field-level availability and construct validity before application.
ACA-025,Academic influence / bibliometrics,Citation-cluster modularity/echo-chamber index,OpenAlex / Crossref / Europe PMC / PubMed / guideline corpus,DS033;DS034;DS035;DS036;DS037;DS042,DS038;DS039;DS040;DS041;DS043;DS044;DS059,"Works, authors, institutions, funders, topics, citations, retraction flags, IDs | DOIs, bibliographic metadata, funding, licences, updates, ORCID/ROR, abstracts where supplied | Articles, preprints, citations, biomedical full text where open; grant records | Publication metadata, MeSH, abstracts, linked records | Study registration, interventions, outcomes, status, results where posted | UKRI projects, grants, organisations, people/output links",LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,PHASE_1_OR_2,Time series,Low/Medium,Candidate source mapping only; verify field-level availability and construct validity before application.
ACA-026,Academic influence / bibliometrics,Stance toward proposition: supports/challenges/mixed/method-only,OpenAlex / Crossref / Europe PMC / PubMed / guideline corpus,DS033;DS034;DS035;DS036;DS037;DS042,DS038;DS039;DS040;DS041;DS043;DS044;DS059,"Works, authors, institutions, funders, topics, citations, retraction flags, IDs | DOIs, bibliographic metadata, funding, licences, updates, ORCID/ROR, abstracts where supplied | Articles, preprints, citations, biomedical full text where open; grant records | Publication metadata, MeSH, abstracts, linked records | Study registration, interventions, outcomes, status, results where posted | UKRI projects, grants, organisations, people/output links",LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,PHASE_1_OR_2,Time series,Low/Medium,Candidate source mapping only; verify field-level availability and construct validity before application.
ACA-027,Academic influence / bibliometrics,Epistemic-certainty language score,OpenAlex / Crossref / Europe PMC / PubMed / guideline corpus,DS033;DS034;DS035;DS036;DS037;DS042,DS038;DS039;DS040;DS041;DS043;DS044;DS059,"Works, authors, institutions, funders, topics, citations, retraction flags, IDs | DOIs, bibliographic metadata, funding, licences, updates, ORCID/ROR, abstracts where supplied | Articles, preprints, citations, biomedical full text where open; grant records | Publication metadata, MeSH, abstracts, linked records | Study registration, interventions, outcomes, status, results where posted | UKRI projects, grants, organisations, people/output links",LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,PHASE_1_OR_2,Time series,Low/Medium,Candidate source mapping only; verify field-level availability and construct validity before application.
ACA-028,Academic influence / bibliometrics,Causal-language overstatement score,OpenAlex / Crossref / Europe PMC / PubMed / guideline corpus,DS033;DS034;DS035;DS036;DS037;DS042,DS038;DS039;DS040;DS041;DS043;DS044;DS059,"Works, authors, institutions, funders, topics, citations, retraction flags, IDs | DOIs, bibliographic metadata, funding, licences, updates, ORCID/ROR, abstracts where supplied | Articles, preprints, citations, biomedical full text where open; grant records | Publication metadata, MeSH, abstracts, linked records | Study registration, interventions, outcomes, status, results where posted | UKRI projects, grants, organisations, people/output links",LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,PHASE_1_OR_2,Time series,Low/Medium,Candidate source mapping only; verify field-level availability and construct validity before application.
ACA-029,Academic influence / bibliometrics,Abstract-to-full-text conclusion consistency,OpenAlex / Crossref / Europe PMC / PubMed / guideline corpus,DS033;DS034;DS035;DS036;DS037;DS042,DS038;DS039;DS040;DS041;DS043;DS044;DS059,"Works, authors, institutions, funders, topics, citations, retraction flags, IDs | DOIs, bibliographic metadata, funding, licences, updates, ORCID/ROR, abstracts where supplied | Articles, preprints, citations, biomedical full text where open; grant records | Publication metadata, MeSH, abstracts, linked records | Study registration, interventions, outcomes, status, results where posted | UKRI projects, grants, organisations, people/output links",LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,PHASE_1_OR_2,Time series,Low/Medium,Candidate source mapping only; verify field-level availability and construct validity before application.
ACA-030,Academic influence / bibliometrics,Media/policy amplification lag after publication,OpenAlex / Crossref / Europe PMC / PubMed / guideline corpus,DS033;DS034;DS035;DS036;DS037;DS042,DS038;DS039;DS040;DS041;DS043;DS044;DS059,"Works, authors, institutions, funders, topics, citations, retraction flags, IDs | DOIs, bibliographic metadata, funding, licences, updates, ORCID/ROR, abstracts where supplied | Articles, preprints, citations, biomedical full text where open; grant records | Publication metadata, MeSH, abstracts, linked records | Study registration, interventions, outcomes, status, results where posted | UKRI projects, grants, organisations, people/output links",LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,PHASE_1_OR_2,Time series,Low/Medium,Candidate source mapping only; verify field-level availability and construct validity before application.
ACA-031,Academic influence / bibliometrics,Time from publication to guideline incorporation,OpenAlex / Crossref / Europe PMC / PubMed / guideline corpus,DS033;DS034;DS035;DS036;DS037;DS042,DS038;DS039;DS040;DS041;DS043;DS044;DS059,"Works, authors, institutions, funders, topics, citations, retraction flags, IDs | DOIs, bibliographic metadata, funding, licences, updates, ORCID/ROR, abstracts where supplied | Articles, preprints, citations, biomedical full text where open; grant records | Publication metadata, MeSH, abstracts, linked records | Study registration, interventions, outcomes, status, results where posted | UKRI projects, grants, organisations, people/output links",LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,PHASE_1_OR_2,Time series,Low/Medium,Candidate source mapping only; verify field-level availability and construct validity before application.
ACA-032,Academic influence / bibliometrics,Contrary-evidence citation rate,OpenAlex / Crossref / Europe PMC / PubMed / guideline corpus,DS033;DS034;DS035;DS036;DS037;DS042,DS038;DS039;DS040;DS041;DS043;DS044;DS059,"Works, authors, institutions, funders, topics, citations, retraction flags, IDs | DOIs, bibliographic metadata, funding, licences, updates, ORCID/ROR, abstracts where supplied | Articles, preprints, citations, biomedical full text where open; grant records | Publication metadata, MeSH, abstracts, linked records | Study registration, interventions, outcomes, status, results where posted | UKRI projects, grants, organisations, people/output links",LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,PHASE_1_OR_2,Time series,Low/Medium,Candidate source mapping only; verify field-level availability and construct validity before application.
ACA-033,Academic influence / bibliometrics,Citation asymmetry toward supportive vs challenging evidence,OpenAlex / Crossref / Europe PMC / PubMed / guideline corpus,DS033;DS034;DS035;DS036;DS037;DS042,DS038;DS039;DS040;DS041;DS043;DS044;DS059,"Works, authors, institutions, funders, topics, citations, retraction flags, IDs | DOIs, bibliographic metadata, funding, licences, updates, ORCID/ROR, abstracts where supplied | Articles, preprints, citations, biomedical full text where open; grant records | Publication metadata, MeSH, abstracts, linked records | Study registration, interventions, outcomes, status, results where posted | UKRI projects, grants, organisations, people/output links",LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,PHASE_1_OR_2,Time series,Low/Medium,Candidate source mapping only; verify field-level availability and construct validity before application.
ACA-034,Academic influence / bibliometrics,Research-topic prevalence over time,OpenAlex / Crossref / Europe PMC / PubMed / guideline corpus,DS033;DS034;DS035;DS036;DS037;DS042,DS038;DS039;DS040;DS041;DS043;DS044;DS059,"Works, authors, institutions, funders, topics, citations, retraction flags, IDs | DOIs, bibliographic metadata, funding, licences, updates, ORCID/ROR, abstracts where supplied | Articles, preprints, citations, biomedical full text where open; grant records | Publication metadata, MeSH, abstracts, linked records | Study registration, interventions, outcomes, status, results where posted | UKRI projects, grants, organisations, people/output links",LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,PHASE_1_OR_2,Time series,Low/Medium,Candidate source mapping only; verify field-level availability and construct validity before application.
ACA-035,Academic influence / bibliometrics,Discipline composition over time,OpenAlex / Crossref / Europe PMC / PubMed / guideline corpus,DS033;DS034;DS035;DS036;DS037;DS042,DS038;DS039;DS040;DS041;DS043;DS044;DS059,"Works, authors, institutions, funders, topics, citations, retraction flags, IDs | DOIs, bibliographic metadata, funding, licences, updates, ORCID/ROR, abstracts where supplied | Articles, preprints, citations, biomedical full text where open; grant records | Publication metadata, MeSH, abstracts, linked records | Study registration, interventions, outcomes, status, results where posted | UKRI projects, grants, organisations, people/output links",LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,PHASE_1_OR_2,Time series,Low/Medium,Candidate source mapping only; verify field-level availability and construct validity before application.
ACA-036,Academic influence / bibliometrics,Geographical origin of evidence,OpenAlex / Crossref / Europe PMC / PubMed / guideline corpus,DS033;DS034;DS035;DS036;DS037;DS042,DS038;DS039;DS040;DS041;DS043;DS044;DS059,"Works, authors, institutions, funders, topics, citations, retraction flags, IDs | DOIs, bibliographic metadata, funding, licences, updates, ORCID/ROR, abstracts where supplied | Articles, preprints, citations, biomedical full text where open; grant records | Publication metadata, MeSH, abstracts, linked records | Study registration, interventions, outcomes, status, results where posted | UKRI projects, grants, organisations, people/output links",LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,PHASE_1_OR_2,Time series,Low/Medium,Candidate source mapping only; verify field-level availability and construct validity before application.
ACA-037,Academic influence / bibliometrics,Population representativeness of evidence base,OpenAlex / Crossref / Europe PMC / PubMed / guideline corpus,DS033;DS034;DS035;DS036;DS037;DS042,DS038;DS039;DS040;DS041;DS043;DS044;DS059,"Works, authors, institutions, funders, topics, citations, retraction flags, IDs | DOIs, bibliographic metadata, funding, licences, updates, ORCID/ROR, abstracts where supplied | Articles, preprints, citations, biomedical full text where open; grant records | Publication metadata, MeSH, abstracts, linked records | Study registration, interventions, outcomes, status, results where posted | UKRI projects, grants, organisations, people/output links",LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,PHASE_1_OR_2,Time series,Low/Medium,Candidate source mapping only; verify field-level availability and construct validity before application.
ACA-038,Academic influence / bibliometrics,Autism/neurodiversity-specific publication share,OpenAlex / Crossref / Europe PMC / PubMed / guideline corpus,DS033;DS034;DS035;DS036;DS037;DS042,DS038;DS039;DS040;DS041;DS043;DS044;DS059,"Works, authors, institutions, funders, topics, citations, retraction flags, IDs | DOIs, bibliographic metadata, funding, licences, updates, ORCID/ROR, abstracts where supplied | Articles, preprints, citations, biomedical full text where open; grant records | Publication metadata, MeSH, abstracts, linked records | Study registration, interventions, outcomes, status, results where posted | UKRI projects, grants, organisations, people/output links",LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,PHASE_1_OR_2,Time series,Low/Medium,Candidate source mapping only; verify field-level availability and construct validity before application.
ACA-039,Academic influence / bibliometrics,Gender-dysphoria measure-validation publication share,OpenAlex / Crossref / Europe PMC / PubMed / guideline corpus,DS033;DS034;DS035;DS036;DS037;DS042,DS038;DS039;DS040;DS041;DS043;DS044;DS059,"Works, authors, institutions, funders, topics, citations, retraction flags, IDs | DOIs, bibliographic metadata, funding, licences, updates, ORCID/ROR, abstracts where supplied | Articles, preprints, citations, biomedical full text where open; grant records | Publication metadata, MeSH, abstracts, linked records | Study registration, interventions, outcomes, status, results where posted | UKRI projects, grants, organisations, people/output links",LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,PHASE_1_OR_2,Time series,Low/Medium,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-001,Clinical conversation / linguistic dynamics,Recording/transcript consent state,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-002,Clinical conversation / linguistic dynamics,Speaker identity/role diarisation,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-003,Clinical conversation / linguistic dynamics,Speaking-time ratio clinician/patient/parent,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-004,Clinical conversation / linguistic dynamics,Turn-taking balance,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-005,Clinical conversation / linguistic dynamics,Interruption frequency by speaker,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-006,Clinical conversation / linguistic dynamics,Question count by speaker,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-007,Clinical conversation / linguistic dynamics,Open-question proportion,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-008,Clinical conversation / linguistic dynamics,Closed-question proportion,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-009,Clinical conversation / linguistic dynamics,Leading-question frequency,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-010,Clinical conversation / linguistic dynamics,Presupposition frequency,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-011,Clinical conversation / linguistic dynamics,Option-framing balance,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-012,Clinical conversation / linguistic dynamics,Gain-versus-loss framing,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-013,Clinical conversation / linguistic dynamics,Risk-frequency versus percentage framing,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-014,Clinical conversation / linguistic dynamics,Order in which treatment options are presented,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-015,Clinical conversation / linguistic dynamics,Number of options presented,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-016,Clinical conversation / linguistic dynamics,Material options omitted from discussion,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-017,Clinical conversation / linguistic dynamics,Clinician certainty/epistemic modality,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-018,Clinical conversation / linguistic dynamics,Patient certainty/epistemic modality,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-019,Clinical conversation / linguistic dynamics,Hedging frequency,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-020,Clinical conversation / linguistic dynamics,Directive/paternalistic language score,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-021,Clinical conversation / linguistic dynamics,Shared-decision language score,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-022,Clinical conversation / linguistic dynamics,Empathy/validation language score,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-023,Clinical conversation / linguistic dynamics,Affiliation/rapport language markers,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-024,Clinical conversation / linguistic dynamics,Authority/clout language markers,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-025,Clinical conversation / linguistic dynamics,Causal-language frequency,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-026,Clinical conversation / linguistic dynamics,Diagnostic-label introduction timing,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-027,Clinical conversation / linguistic dynamics,Identity-label introduction timing and speaker,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-028,Clinical conversation / linguistic dynamics,Terminology adoption/convergence over consultation,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-029,Clinical conversation / linguistic dynamics,Lexical entrainment/accommodation,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
